longitude,latitude
-60.907812,-32.900559
-56.001136,-27.652326
-65.142547,-31.434956
-61.771439,-29.231714
-53.8,-29.68333
-65.142547,-31.434956
-59.215723,-31.653153
-64,-23
-60.907812,-32.900559
-58.697672,-34.415856
-61.771439,-29.231714
-56.388425,-27.616912
-60.907812,-32.900559
-59.215723,-31.653153
-58.634528,-34.420483
-55.957238,-34.716564
-60.907812,-32.900559
-60.907812,-32.900559
-60.907812,-32.900559
-58.785538,-30.952122
-60.907812,-32.900559
-56.729337,-27.483758
-65.142547,-31.434956
-65.142547,-31.434956
-59.551018,-30.923885
-51.03333,-30.08333
-60.907812,-32.900559
-60.907812,-32.900559
-57.858095,-28.681721
-48.76667,-27.68333
-65.005212,-31.638817
-65.142547,-31.434956
-54.504869,-25.857071
-58.634528,-34.420483
-60.73054,-31.49567
-64.812164,-31.650988
-65.142547,-31.434956
-58.862937,-34.173237
-61.282603,-27.325633
-60.73054,-31.49567
-53.8,-29.68333
-60.907812,-32.900559
-64.818801,-31.688825
-62.600504,-35.351172
-60.907812,-32.900559
-60.907812,-32.900559
-60.907812,-32.900559
-58.774358,-29.222663
-52.69181,-32.95
-65.297019,-24.184299
-60.907812,-32.900559
-60.907812,-32.900559
-58.261611,-31.884252
-59.215723,-31.653153
-62.22591,-34.134338
-58.1333,-27.95
-60.907812,-32.900559
-59.556889,-35.269592
-62.22591,-34.134338
-60.907812,-32.900559
-60.907812,-32.900559
-66.092246,-32.813396
-61.771439,-29.231714
-65.042243,-32.057566
-60.907812,-32.900559
-59.004976,-32.02897
-58.963755,-31.986206
-53.8,-29.68333
-58.774358,-29.222663
-59.235421,-31.53696
-53.8,-29.6833
-64.054945,-32.595775
-64.572359,-31.148775
-61.135117,-27.832943
-65.142547,-31.434956
-58.634528,-34.420483
-60.907812,-32.900559
-60.907812,-32.900559
-64.573193,-31.908587
-60.402024,-36.412991
-54.928379,-27.017782
-64.936674,-31.990386
-65.005212,-31.638817
-59.235421,-31.53696
-44.5833,-22.6333
-54.504869,-25.857071
-58.869773,-34.230186
-59.556889,-35.269592
-60.907812,-32.900559
-60.907812,-32.900559
-60.907812,-32.900559
-64.368319,-30.982469
-58.360418,-24.883507
-58.634528,-34.420483
-64.054945,-32.595775
-62.22591,-34.134338
-59.235421,-31.53696
-53.8,-29.6833
-57.940325,-22.211745
-59.556889,-35.269592
-58.586835,-34.422329
-60.907812,-32.900559
-61.771439,-29.231714
-61.771439,-29.231714
-43.875,-21.681944
-46.365556,-20.245556
-46.365556,-20.245556
-43.714167,-19.169167
-43.714167,-19.169167
-46.3167,-23.7833
-49.983056,-9.404722
-43.282933,-21.760148
-54.86564,-20.43773
-54.931111,-19.790833
-54.931111,-19.790833
-48.29449,-10.297413
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-54.577194,-20.429447
-45.933333,-23.066667
-57.622222,-19.240833
-50.239917,-24.578778
-54.600714,-20.467375
-54.600714,-20.467375
-54.148056,-16.873333
-54.148056,-16.873333
-57.625833,-19.205
-45.31,-23.22
-45.31,-23.22
-46.754167,-10.546278
-46.754167,-10.546278
-49.961472,-9.310583
-49.967583,-9.310472
-49.967583,-9.310472
-35.493333,-9.238889
-46.757361,-10.5565
-46.757361,-10.5565
-46.757361,-10.5565
-48.119722,-22.280278
-48.119722,-22.280278
-54.985,-19.412
-56.44,-21.163
-62.061944,-11.2625
-55.78,-15.42
-55.78,-15.42
-49.528889,-11.796944
-42.139167,-19.789722
-42.699167,-9.015556
-47.7,-21.6
-47.7,-21.6
-47.7,-21.6
-47.7,-21.6
-47.069167,-22.821111
-57.59,-22.76
-49.117778,-5.368611
-56.0583,-22.6333
-56.0583,-22.6333
-56.0583,-22.6333
-47.069722,-22.816944
-54.95461,-26.66415
-54.95461,-26.66415
-54.95461,-26.66415
-46.388056,-20.863611
-46.561389,-21.788056
-54.5167,-25.3
-57.05,-26.02
-54.5167,-25.3
-46.388056,-20.863611
-56.51,-23.43
-43.846667,-19.985833
-58.833333,-23.5
-50.4167,-22.6667
-47.06,-22.9
-47.06,-22.9
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-43.714167,-19.169167
-43.744722,-19.513611
-43.744722,-19.514167
-43.744722,-19.513611
-43.744722,-19.513611
-43.744722,-19.513611
-36.940556,-8.496944
-44.5667,-17.9
-44.5667,-17.9
-47.8,-21.1667
-46.6167,-23.5333
-43.9333,-19.9167
-57.63333,-19.15
-57.6333,-19.15
-43.2333,-22.9
-43.9333,-19.9167
-38.525783,-3.728175
-35.424117,-5.641383
-35.185933,-6.114328
-35.424117,-5.641383
-35.424117,-5.641383
-35.424117,-5.641383
-35.207967,-6.091539
-35.424117,-5.641383
-35.424117,-5.641383
-35.424117,-5.641383
-35.424117,-5.641383
-46.15,-23.85
-54.840004,-27.117327
-75.9,-9.55
-54.928379,-27.017782
-60.625866,-19.282185
-63.157884,-17.788931
-79.2667,0.1167
-55.792627,-27.75071
-60.625866,-19.282185
-50.15,-25.0833
-79.2667,0.1167
-46.6167,-23.5333
-48.17302,-21.742423
-43.9333,-19.9167
-49.2667,-23.1833
-46.7658,-12.9008
-41.084039,-20.516783
-43.631389,-16.797778
-44.206111,-18.36
-44.206111,-18.36
-44.206111,-18.36
-43.631389,-16.797778
-40.066711,-19.839517
-40.066711,-19.839517
-40.066711,-19.839517
-45.933403,-23.72848
-48.493072,-27.488762
-40.32225,-19.794917
-54.94,-19.801667
-40.57,-20.326389
-40.32225,-19.794917
-40.57,-20.326389
-58.478626,-34.594206
-40.638333,-20.455556
-40.335111,-19.818889
-40.335111,-19.818889
-40.335111,-19.818889
-51.054067,-31.303442
-57.510619,-19.022219
-57.510619,-19.022219
-57.510619,-19.022219
-57.510619,-19.022219
-57.510619,-19.022219
-57.510619,-19.022219
-57.510619,-19.022219
-58.256344,-31.865708
-40.848889,-18.332778
-58.256344,-31.865708
-58.256344,-31.865708
-61.905289,10.060711
-39.852778,-19.548889
-40.978169,-18.521125
-39.852778,-19.548889
-40.731667,-19.673611
-39.84265,-19.57405
-69.854444,6.393889
-72.366944,4.895278
-72.366944,4.895278
-72.366944,4.895278
-72.366944,4.895278
-58.478626,-34.594206
-40.600119,-19.935778
-40.316667,-19.783333
-40.316667,-19.783333
-71.496944,5.908056
-71.4975,5.907778
-71.482222,5.912222
-71.565,6.006944
-71.486944,5.934444
-71.4975,5.907778
-71.496944,5.908056
-71.496944,5.908056
-71.5525,5.998611
-71.5525,5.998611
-71.4975,5.907778
-71.496944,5.908056
-71.881722,5.589539
-71.85435,5.517425
-71.600275,6.2006
-71.600278,6.200556
-71.85435,5.517425
-71.881667,5.589444
-71.85435,5.517425
-42.235,-20.60225
-71.854444,5.5175
-71.854444,5.5175
-71.85435,5.517425
-71.85435,5.517425
-71.854444,5.5175
-71.85435,5.517425
-42.235,-20.60225
-71.854444,5.5175
-71.85435,5.517425
-71.854444,5.5175
-42.235,-20.60225
-71.854444,5.5175
-71.854444,5.5175
-54.75141,-20.538759
-54.75141,-20.538759
-70.229722,6.005556
-70.211111,6.036944
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.752778,5.156389
-70.686667,5.62
-70.686667,5.62
-71.879308,5.582303
-71.581667,6.240278
-70.706944,5.620833
-70.686667,5.623056
-70.706944,5.620833
-70.706944,5.620833
-70.706111,5.6225
-70.686667,5.62
-71.879444,5.582222
-70.706111,5.6225
-70.686667,5.62
-70.706944,5.620833
-70.686667,5.62
-70.686667,5.62
-70.686667,5.62
-70.686667,5.62
-70.686667,5.62
-70.686667,5.62
-70.686667,5.62
-71.581728,6.240408
-40.385,-17.9425
-49.217128,-19.91345
-49.217128,-19.91345
-49.217128,-19.91345
-40.540447,-19.965183
-51.411667,-20.357222
-42.176944,-22.328611
-58.768187,-30.951114
-71.134167,6.553611
-70.894167,6.551944
-51.707361,-20.993472
-51.707361,-20.993472
-71.07,6.815556
-51.707361,-20.993472
-59.439468,-29.840048
-51.707361,-20.993472
-57.241349,-34.357571
